Serial Number,Year,Modification,Selling Price (INR),Place,Percentage of Population Stop Using,Percentage of Population Increased Usage,Service Type,User Satisfaction (1-5),Network Type,Average Data Usage (GB),Customer Age Group,Profits
SERIAL_0800,2017,5G Upgrade,3119,Chennai,0.4353,0.5715,Data,1,3G,137.07,18-25,424.8077999999998
SERIAL_0768,2017,Price Reduction,2999,Delhi,0.18239999999999998,0.2799,Call,4,2G,73.65,26-40,292.40250000000003
SERIAL_0801,2017,Plan Update,2399,Chennai,0.479,0.12279999999999999,Data,5,3G,44.05,18-25,-854.5237999999999
SERIAL_0942,2017,Price Reduction,2999,Hyderabad,0.2095,0.5326,SMS,1,3G,11.12,26-40,968.9769
SERIAL_0871,2017,5G Upgrade,2879,Delhi,0.1732,0.5764,Call,2,2G,82.9,26-40,1160.8128000000002
SERIAL_0806,2017,Plan Update,2879,Mumbai,0.1782,0.06509999999999999,Data,4,3G,119.0,26-40,-325.6149
SERIAL_0102,2017,Price Reduction,4199,Hyderabad,0.1215,0.0181,Data,2,2G,15.7,40+,-434.1766
SERIAL_0362,2017,New Feature,3119,Chennai,0.3885,0.0208,SMS,3,5G,134.69,26-40,-1146.8563000000001
SERIAL_0291,2017,New Feature,4199,Mumbai,0.1336,0.31579999999999997,SMS,2,5G,68.33,18-25,765.0577999999998
SERIAL_0785,2017,Price Reduction,4199,Chennai,0.0458,0.2706,Call,4,5G,89.72,40+,943.9351999999999
SERIAL_0416,2017,Price Reduction,3119,Delhi,0.0356,0.0823,SMS,2,2G,50.03,40+,145.65729999999996
SERIAL_0093,2017,New Feature,3119,Hyderabad,0.0992,0.0087,Call,4,2G,143.27,40+,-282.2695
SERIAL_0643,2017,Plan Update,2879,Bangalore,0.056900000000000006,0.1092,SMS,3,4G,38.7,26-40,150.57169999999996
SERIAL_0131,2017,Plan Update,2879,Bangalore,0.4799,0.5616,SMS,1,2G,102.76,18-25,235.21429999999987
SERIAL_0432,2017,Plan Update,2879,Kolkata,0.4496,0.4454,Data,3,3G,147.08,26-40,-12.091799999999921
SERIAL_0433,2017,Price Reduction,4199,Chennai,0.205,0.17350000000000002,Call,4,4G,76.1,26-40,-132.2684999999999
SERIAL_0865,2017,Plan Update,4199,Hyderabad,0.1746,0.5877,Data,2,2G,39.25,18-25,1734.6069000000002
SERIAL_0143,2017,5G Upgrade,4199,Hyderabad,0.049100000000000005,0.1406,SMS,4,4G,24.79,18-25,384.2085
SERIAL_0647,2017,5G Upgrade,4199,Kolkata,0.0354,0.4097,Data,1,3G,28.82,18-25,1571.6857
SERIAL_0163,2017,New Feature,3119,Bangalore,0.09140000000000001,0.1305,Data,4,3G,7.38,26-40,121.9529
SERIAL_0753,2017,New Feature,3119,Bangalore,0.2696,0.1048,SMS,2,5G,71.0,40+,-514.0112000000001
SERIAL_0649,2017,5G Upgrade,2999,Bangalore,0.4533,0.5422,Call,1,5G,65.03,26-40,266.6111000000001
SERIAL_0866,2017,5G Upgrade,2399,Hyderabad,0.0005,0.5152,Data,5,3G,54.25,18-25,1234.7653
SERIAL_0616,2017,Price Reduction,2879,Hyderabad,0.08560000000000001,0.49570000000000003,Data,4,2G,18.51,26-40,1180.6779000000001
SERIAL_0153,2017,Plan Update,4199,Hyderabad,0.38780000000000003,0.4904,Data,3,2G,89.17,40+,430.8173999999999
SERIAL_0934,2017,Price Reduction,4199,Chennai,0.3705,0.1808,Call,2,4G,45.32,40+,-796.5503
SERIAL_0095,2017,Plan Update,2399,Bangalore,0.3,0.3947,Data,4,4G,5.94,26-40,227.1853000000001
SERIAL_0387,2017,Price Reduction,3119,Kolkata,0.33299999999999996,0.5509000000000001,Call,1,3G,83.39,26-40,679.6301000000003
SERIAL_0047,2017,5G Upgrade,2399,Hyderabad,0.2609,0.1815,Data,2,5G,30.26,26-40,-190.4806000000001
SERIAL_0386,2017,Price Reduction,3119,Mumbai,0.336,0.1822,Data,1,5G,128.58,40+,-479.7022000000002
SERIAL_0352,2017,5G Upgrade,2399,Chennai,0.0653,0.0872,SMS,5,5G,69.67,26-40,52.538100000000014
SERIAL_0398,2017,Plan Update,3119,Delhi,0.3726,0.3301,SMS,3,2G,12.18,40+,-132.55750000000012
SERIAL_0598,2017,Plan Update,3119,Kolkata,0.0889,0.3532,SMS,5,3G,21.19,18-25,824.3517000000002
SERIAL_0560,2017,5G Upgrade,3119,Kolkata,0.0369,0.39299999999999996,Call,3,4G,37.47,26-40,1110.6758999999997
SERIAL_0137,2017,Price Reduction,3119,Kolkata,0.3329,0.4061,Call,1,3G,146.55,26-40,228.31079999999997
SERIAL_0890,2017,New Feature,4199,Delhi,0.1981,0.5745,Call,2,2G,88.25,40+,1580.5036
SERIAL_0046,2017,5G Upgrade,2999,Delhi,0.2323,0.48479999999999995,SMS,3,4G,72.68,26-40,757.2475
SERIAL_0602,2017,Price Reduction,2399,Mumbai,0.2175,0.10619999999999999,Data,1,5G,103.1,18-25,-267.0087000000001
SERIAL_0031,2017,5G Upgrade,3119,Kolkata,0.4857,0.46090000000000003,SMS,1,3G,30.54,40+,-77.35120000000006
SERIAL_0408,2017,Price Reduction,2879,Bangalore,0.4692,0.027200000000000002,Data,4,4G,84.5,26-40,-1272.518
SERIAL_0086,2017,New Feature,2999,Mumbai,0.4826,0.545,Data,1,4G,65.67,26-40,187.13760000000025
SERIAL_0025,2017,Price Reduction,4199,Bangalore,0.48369999999999996,0.1777,Data,5,5G,47.81,26-40,-1284.8939999999998
SERIAL_0530,2017,Price Reduction,4199,Hyderabad,0.0177,0.22,SMS,5,3G,35.64,26-40,849.4576999999999
SERIAL_0322,2017,5G Upgrade,2399,Delhi,0.09269999999999999,0.0316,SMS,1,4G,27.18,18-25,-146.57889999999998
SERIAL_0033,2017,Price Reduction,4199,Bangalore,0.4004,0.5529999999999999,Call,5,5G,2.73,26-40,640.7673999999997
SERIAL_0413,2017,Price Reduction,2879,Chennai,0.3289,0.1638,Call,5,5G,104.49,40+,-475.3229000000001
SERIAL_0613,2017,Price Reduction,4199,Chennai,0.298,0.2641,SMS,1,5G,122.38,40+,-142.34609999999998
SERIAL_0545,2017,Plan Update,2399,Hyderabad,0.33380000000000004,0.0326,Call,3,2G,141.22,40+,-722.5788000000001
SERIAL_0933,2017,Plan Update,2399,Kolkata,0.21230000000000002,0.0208,Call,5,3G,76.31,40+,-459.4085
SERIAL_0314,2017,Price Reduction,4199,Bangalore,0.132,0.3716,SMS,1,5G,141.3,18-25,1006.0803999999998
SERIAL_0019,2017,Price Reduction,3119,Mumbai,0.4483,0.4456,Data,4,2G,121.6,18-25,-8.421299999999974
SERIAL_0899,2017,Price Reduction,2879,Bangalore,0.1975,0.1593,SMS,4,2G,99.99,18-25,-109.97780000000006
SERIAL_0128,2017,5G Upgrade,2879,Bangalore,0.4426,0.5412,Call,3,2G,78.77,40+,283.86940000000004
SERIAL_0902,2017,5G Upgrade,2879,Mumbai,0.0321,0.3127,SMS,3,2G,36.97,40+,807.8474
SERIAL_0858,2017,New Feature,2879,Delhi,0.0183,0.142,SMS,1,5G,139.83,18-25,356.1323
SERIAL_0832,2017,New Feature,2399,Bangalore,0.0017000000000000001,0.16010000000000002,SMS,5,4G,83.38,26-40,380.00160000000005
SERIAL_0822,2017,Price Reduction,2879,Chennai,0.3095,0.08349999999999999,Call,4,5G,24.92,40+,-650.654
SERIAL_0682,2017,Plan Update,4199,Kolkata,0.3586,0.5705,Data,5,3G,75.25,18-25,889.7681000000002
SERIAL_0825,2017,Price Reduction,4199,Hyderabad,0.4539,0.1065,SMS,3,5G,12.41,18-25,-1458.7326000000003
SERIAL_0110,2017,New Feature,2399,Chennai,0.0235,0.4065,Call,4,3G,15.43,18-25,918.817
SERIAL_0462,2017,Price Reduction,3119,Hyderabad,0.33770000000000006,0.026099999999999998,SMS,1,3G,66.35,26-40,-971.8804000000002
SERIAL_0117,2017,5G Upgrade,4199,Kolkata,0.0342,0.27149999999999996,SMS,5,4G,19.23,26-40,996.4226999999998
SERIAL_0465,2017,New Feature,2399,Mumbai,0.3188,0.5646,Call,2,4G,88.84,18-25,589.6742000000002
SERIAL_0236,2017,Plan Update,2399,Chennai,0.3481,0.34590000000000004,SMS,5,3G,127.54,26-40,-5.2777999999999565
SERIAL_0726,2017,New Feature,2999,Kolkata,0.1722,0.1143,SMS,4,5G,55.73,26-40,-173.6420999999999
SERIAL_0986,2017,New Feature,2999,Delhi,0.3299,0.1446,SMS,4,4G,94.12,26-40,-555.7147
SERIAL_0056,2017,5G Upgrade,2879,Bangalore,0.1866,0.4154,Data,1,3G,38.78,18-25,658.7152
SERIAL_0232,2017,5G Upgrade,2879,Bangalore,0.3936,0.0037,Call,3,4G,122.79,18-25,-1122.5221000000001
SERIAL_0471,2017,Price Reduction,2999,Kolkata,0.4307,0.31920000000000004,Data,5,3G,21.71,26-40,-334.3884999999999
SERIAL_0725,2017,5G Upgrade,4199,Bangalore,0.015600000000000001,0.3111,Data,5,3G,24.03,18-25,1240.8045
SERIAL_0473,2017,5G Upgrade,3119,Chennai,0.0371,0.4205,SMS,1,4G,3.16,40+,1195.8246
SERIAL_0695,2017,New Feature,2999,Chennai,0.3215,0.32299999999999995,SMS,1,5G,149.64,40+,4.498499999999922
SERIAL_0979,2017,Plan Update,4199,Hyderabad,0.1447,0.061900000000000004,SMS,3,2G,34.26,18-25,-347.6771999999999
SERIAL_0063,2017,New Feature,2879,Delhi,0.27140000000000003,0.2507,SMS,1,2G,123.12,40+,-59.59530000000018
SERIAL_0985,2017,Price Reduction,4199,Mumbai,0.2144,0.0172,Data,5,5G,4.13,26-40,-828.0428
SERIAL_0980,2017,5G Upgrade,2999,Kolkata,0.166,0.4578,Call,5,4G,101.43,40+,875.1081999999999
SERIAL_0221,2017,New Feature,3119,Hyderabad,0.3075,0.304,Data,3,2G,106.79,26-40,-10.916500000000042
SERIAL_0005,2017,Plan Update,4199,Delhi,0.3243,0.4143,Call,3,5G,4.63,40+,377.9100000000001
SERIAL_0219,2017,New Feature,3119,Hyderabad,0.0172,0.35159999999999997,SMS,3,2G,71.29,18-25,1042.9936
SERIAL_0844,2017,5G Upgrade,2879,Kolkata,0.0761,0.19690000000000002,SMS,5,4G,132.79,26-40,347.7832000000001
SERIAL_0700,2017,Price Reduction,2999,Bangalore,0.261,0.473,Data,2,5G,27.34,40+,635.7879999999998
SERIAL_0479,2017,5G Upgrade,2879,Mumbai,0.0401,0.4359,SMS,3,5G,45.7,18-25,1139.5082000000002
SERIAL_0851,2017,New Feature,4199,Hyderabad,0.2155,0.3931,SMS,2,2G,28.84,40+,745.7424
SERIAL_0966,2017,5G Upgrade,2879,Hyderabad,0.29510000000000003,0.0418,SMS,1,2G,36.93,18-25,-729.2507
SERIAL_0850,2017,New Feature,2999,Mumbai,0.12140000000000001,0.0922,SMS,2,5G,146.6,40+,-87.57080000000002
SERIAL_0206,2017,Plan Update,2879,Mumbai,0.0796,0.2169,SMS,1,2G,110.27,18-25,395.2867
SERIAL_0011,2017,Price Reduction,4199,Delhi,0.0338,0.3627,SMS,4,5G,122.9,18-25,1381.0511000000001
SERIAL_0834,2017,Plan Update,2999,Bangalore,0.25329999999999997,0.1759,Data,1,4G,63.81,18-25,-232.12259999999992
SERIAL_0742,2017,New Feature,2879,Hyderabad,0.43119999999999997,0.3243,Call,4,2G,100.35,18-25,-307.7651000000001
SERIAL_0955,2017,Price Reduction,4199,Mumbai,0.3256,0.44789999999999996,Data,2,2G,48.05,18-25,513.5376999999999
SERIAL_0956,2017,Plan Update,4199,Chennai,0.30010000000000003,0.5688,Data,1,2G,57.2,18-25,1128.2712999999999
SERIAL_0443,2017,Price Reduction,3119,Chennai,0.1898,0.2686,SMS,2,5G,125.4,26-40,245.7772000000001
SERIAL_0994,2017,Price Reduction,3119,Mumbai,0.37200000000000005,0.1906,SMS,5,3G,106.49,18-25,-565.7866000000002
SERIAL_0713,2017,Plan Update,4199,Delhi,0.0412,0.1562,Data,2,4G,33.67,26-40,482.8850000000001
SERIAL_0261,2017,5G Upgrade,2879,Mumbai,0.2274,0.44380000000000003,SMS,5,2G,74.14,26-40,623.0156000000001
SERIAL_0042,2017,5G Upgrade,2999,Kolkata,0.1632,0.038900000000000004,Call,1,3G,134.33,18-25,-372.77570000000003
SERIAL_0809,2017,New Feature,3119,Bangalore,0.4496,0.024900000000000002,Data,3,4G,115.76,40+,-1324.6393
SERIAL_0735,2017,Plan Update,2999,Hyderabad,0.48869999999999997,0.3455,Data,4,3G,13.02,18-25,-429.45679999999993
SERIAL_0671,2017,New Feature,2999,Mumbai,0.3968,0.16949999999999998,Data,3,4G,111.79,26-40,-681.6726999999998
SERIAL_0168,2017,Price Reduction,2999,Kolkata,0.3679,0.07980000000000001,SMS,4,5G,27.34,26-40,-864.0119000000001
SERIAL_0837,2017,5G Upgrade,4199,Chennai,0.4608,0.0571,SMS,1,3G,50.37,40+,-1695.1363
SERIAL_0983,2017,Plan Update,2999,Bangalore,0.40159999999999996,0.2797,Call,5,5G,52.6,40+,-365.57809999999984
SERIAL_0205,2017,Price Reduction,3119,Bangalore,0.26,0.0824,SMS,2,4G,27.01,18-25,-553.9344000000001
SERIAL_0738,2017,Plan Update,2999,Chennai,0.026000000000000002,0.2615,SMS,3,2G,88.02,26-40,706.2645
SERIAL_0204,2017,Price Reduction,3119,Kolkata,0.0519,0.14529999999999998,SMS,2,2G,46.7,40+,291.3145999999999
SERIAL_0988,2017,Plan Update,2399,Delhi,0.45280000000000004,0.4932,Call,5,5G,67.71,40+,96.91960000000017
SERIAL_0840,2017,5G Upgrade,2999,Bangalore,0.43170000000000003,0.2861,Data,4,5G,65.97,26-40,-436.6544
SERIAL_0833,2017,Plan Update,2399,Chennai,0.182,0.3144,Data,3,3G,29.83,40+,317.6276000000001
SERIAL_0111,2018,Price Reduction,2999,Delhi,0.494,0.3505,Data,5,2G,16.05,26-40,-430.3565000000001
SERIAL_0389,2018,5G Upgrade,3119,Hyderabad,0.33770000000000006,0.3321,Call,2,3G,6.86,40+,-17.46640000000025
SERIAL_0372,2018,Price Reduction,2999,Delhi,0.3738,0.33130000000000004,SMS,1,3G,125.56,26-40,-127.45749999999987
SERIAL_0497,2018,Plan Update,2999,Delhi,0.1564,0.20170000000000002,Data,4,2G,56.59,40+,135.85470000000004
SERIAL_0392,2018,Price Reduction,4199,Chennai,0.3921,0.3166,Data,4,4G,51.53,26-40,-317.0245
SERIAL_0566,2018,Price Reduction,4199,Delhi,0.3757,0.2711,Data,4,5G,0.77,26-40,-439.21540000000005
SERIAL_0796,2018,Price Reduction,2399,Bangalore,0.2109,0.3429,Data,4,3G,117.23,40+,316.66799999999995
SERIAL_0390,2018,5G Upgrade,2399,Chennai,0.045700000000000005,0.35950000000000004,SMS,3,3G,95.31,40+,752.8062000000001
SERIAL_0379,2018,5G Upgrade,2399,Mumbai,0.1363,0.1533,Data,4,5G,86.81,18-25,40.78299999999996
SERIAL_0482,2018,5G Upgrade,2399,Delhi,0.3245,0.3457,Call,2,4G,81.48,40+,50.858799999999974
SERIAL_0841,2018,New Feature,2999,Chennai,0.2133,0.16140000000000002,SMS,4,5G,38.76,18-25,-155.64809999999994
SERIAL_0486,2018,5G Upgrade,2399,Chennai,0.08689999999999999,0.4893,Call,3,2G,127.82,18-25,965.3576
SERIAL_0557,2018,New Feature,4199,Hyderabad,0.0639,0.5362,SMS,3,2G,130.43,26-40,1983.1877
SERIAL_0561,2018,Plan Update,2999,Kolkata,0.2048,0.0123,Call,1,5G,135.16,26-40,-577.3075
SERIAL_0411,2018,5G Upgrade,2399,Mumbai,0.2882,0.07519999999999999,Call,5,5G,82.05,40+,-510.987
SERIAL_0402,2018,5G Upgrade,2879,Kolkata,0.4153,0.0344,SMS,4,5G,71.02,40+,-1096.6111
SERIAL_0860,2018,Plan Update,3119,Chennai,0.3765,0.5760000000000001,Call,4,2G,38.88,40+,622.2405000000003
SERIAL_0442,2018,Plan Update,2399,Mumbai,0.37670000000000003,0.1718,Data,4,2G,51.81,18-25,-491.5551000000001
SERIAL_0436,2018,5G Upgrade,3119,Hyderabad,0.25,0.060700000000000004,Data,3,2G,106.1,40+,-590.4267
SERIAL_0531,2018,New Feature,4199,Mumbai,0.1555,0.39,SMS,4,3G,138.48,18-25,984.6655000000002
SERIAL_0857,2018,5G Upgrade,4199,Hyderabad,0.2114,0.4855,Call,3,3G,126.11,18-25,1150.9459
SERIAL_0126,2018,Plan Update,3119,Bangalore,0.3372,0.25489999999999996,Call,5,2G,75.05,40+,-256.69370000000004
SERIAL_0526,2018,Price Reduction,2399,Mumbai,0.28190000000000004,0.1838,Data,2,3G,124.18,26-40,-235.34190000000012
SERIAL_0532,2018,5G Upgrade,3119,Mumbai,0.1501,0.5107,Call,3,2G,34.91,40+,1124.7114000000001
SERIAL_0533,2018,Plan Update,3119,Mumbai,0.42119999999999996,0.1202,SMS,3,2G,145.37,18-25,-938.8189999999997
SERIAL_0522,2018,New Feature,2879,Bangalore,0.0634,0.47479999999999994,Data,2,2G,147.68,18-25,1184.4206
SERIAL_0813,2018,New Feature,2879,Delhi,0.418,0.14429999999999998,Data,1,4G,112.77,18-25,-787.9823000000001
SERIAL_0101,2018,5G Upgrade,2399,Delhi,0.0977,0.0975,SMS,3,2G,115.06,40+,-0.47979999999998313
SERIAL_0875,2018,Plan Update,2879,Hyderabad,0.3822,0.029900000000000003,Data,5,3G,138.52,40+,-1014.2716999999999
SERIAL_0520,2018,Plan Update,2879,Mumbai,0.0031,0.5826,Data,2,2G,36.37,18-25,1668.3805
SERIAL_0134,2018,5G Upgrade,2999,Chennai,0.43729999999999997,0.4893,Call,1,2G,121.03,26-40,155.94800000000032
SERIAL_0420,2018,Price Reduction,2399,Bangalore,0.3436,0.5127,SMS,1,4G,99.53,18-25,405.67089999999996
SERIAL_0539,2018,Price Reduction,2999,Hyderabad,0.1869,0.26780000000000004,Call,5,5G,112.61,40+,242.61910000000012
SERIAL_0120,2018,New Feature,2399,Chennai,0.2591,0.4631,SMS,5,3G,88.89,40+,489.3960000000001
SERIAL_0036,2018,Plan Update,3119,Hyderabad,0.28190000000000004,0.07400000000000001,Call,1,3G,142.33,40+,-648.4401
SERIAL_0135,2018,Price Reduction,2999,Hyderabad,0.43119999999999997,0.2672,SMS,3,2G,107.28,40+,-491.8359999999999
SERIAL_0464,2018,New Feature,2879,Kolkata,0.06570000000000001,0.5304,SMS,4,5G,74.7,40+,1337.8713
SERIAL_0847,2018,Price Reduction,2879,Bangalore,0.4335,0.2094,Data,1,5G,83.41,18-25,-645.1838999999999
SERIAL_0468,2018,Price Reduction,2999,Kolkata,0.38939999999999997,0.3925,Data,2,5G,76.85,40+,9.296900000000278
SERIAL_0097,2018,New Feature,3119,Kolkata,0.41509999999999997,0.1459,Data,4,2G,77.23,18-25,-839.6347999999999
SERIAL_0888,2018,Price Reduction,2879,Mumbai,0.16399999999999998,0.183,Call,2,2G,147.99,40+,54.70100000000002
SERIAL_0845,2018,Plan Update,4199,Mumbai,0.1793,0.3992,SMS,3,4G,12.33,26-40,923.3601000000001
SERIAL_0437,2018,Plan Update,2879,Hyderabad,0.4336,0.5171,Data,1,4G,135.64,18-25,240.39650000000006
SERIAL_0596,2018,New Feature,4199,Hyderabad,0.46990000000000004,0.13390000000000002,Data,4,5G,57.51,18-25,-1410.864
SERIAL_0903,2018,5G Upgrade,2879,Bangalore,0.20620000000000002,0.4219,Data,1,5G,105.83,40+,621.0003
SERIAL_0171,2018,New Feature,2879,Hyderabad,0.3091,0.4571,SMS,4,2G,77.83,18-25,426.0920000000001
SERIAL_0069,2018,Price Reduction,4199,Delhi,0.044800000000000006,0.1681,Data,4,3G,89.88,40+,517.7366999999999
SERIAL_0739,2018,New Feature,3119,Hyderabad,0.0339,0.5912,Call,4,3G,122.78,26-40,1738.2187
SERIAL_0740,2018,New Feature,4199,Delhi,0.20199999999999999,0.45890000000000003,Data,4,3G,62.99,40+,1078.7231000000002
SERIAL_0665,2018,Plan Update,2999,Bangalore,0.1711,0.5804,SMS,4,5G,13.06,26-40,1227.4906999999998
SERIAL_0957,2018,Plan Update,4199,Bangalore,0.2963,0.5062,Data,1,3G,55.99,18-25,881.3701000000001
SERIAL_0264,2018,5G Upgrade,4199,Kolkata,0.12269999999999999,0.512,Call,3,5G,149.71,26-40,1634.6707000000001
SERIAL_0746,2018,Plan Update,4199,Bangalore,0.0953,0.423,Call,4,2G,56.94,18-25,1376.0122999999999
SERIAL_0656,2018,New Feature,3119,Bangalore,0.1822,0.044199999999999996,SMS,4,4G,36.98,40+,-430.422
SERIAL_0280,2018,Price Reduction,3119,Mumbai,0.4104,0.008,SMS,3,5G,24.77,26-40,-1255.0855999999999
SERIAL_0162,2018,New Feature,2879,Chennai,0.3272,0.25989999999999996,Data,5,4G,128.23,26-40,-193.75670000000002
SERIAL_0161,2018,New Feature,2399,Bangalore,0.4919,0.26289999999999997,Call,2,3G,104.7,40+,-549.371
SERIAL_0370,2018,Plan Update,2999,Hyderabad,0.0902,0.4653,Call,3,2G,131.51,26-40,1124.9249
SERIAL_0755,2018,5G Upgrade,2879,Chennai,0.2571,0.2813,SMS,5,2G,101.29,18-25,69.67180000000008
SERIAL_0289,2018,New Feature,3119,Bangalore,0.37929999999999997,0.4182,Data,2,3G,41.31,26-40,121.32910000000015
SERIAL_0641,2018,Plan Update,4199,Chennai,0.2146,0.048,SMS,3,5G,27.26,26-40,-699.5534
SERIAL_0640,2018,New Feature,3119,Delhi,0.024399999999999998,0.1766,SMS,3,5G,130.78,18-25,474.71180000000004
SERIAL_0944,2018,5G Upgrade,2999,Bangalore,0.2401,0.4664,Call,5,3G,98.66,26-40,678.6737
SERIAL_0633,2018,New Feature,2399,Hyderabad,0.4536,0.5253,Call,2,5G,8.85,40+,172.00829999999996
SERIAL_0678,2018,New Feature,3119,Delhi,0.16829999999999998,0.052199999999999996,Data,2,2G,12.97,40+,-362.1159
SERIAL_0300,2018,New Feature,2999,Hyderabad,0.2753,0.1391,Call,2,5G,130.52,40+,-408.46379999999994
SERIAL_0734,2018,Price Reduction,4199,Delhi,0.2242,0.07629999999999999,Data,3,2G,62.99,40+,-621.0321
SERIAL_0968,2018,Plan Update,2999,Hyderabad,0.0659,0.306,Call,3,5G,75.27,40+,720.0599
SERIAL_0998,2018,Plan Update,2399,Hyderabad,0.019799999999999998,0.04650000000000001,Call,4,3G,87.05,26-40,64.05330000000002
SERIAL_0995,2018,New Feature,2399,Bangalore,0.128,0.462,Call,3,2G,88.43,26-40,801.266
SERIAL_0709,2018,Price Reduction,2879,Kolkata,0.1881,0.04019999999999999,SMS,4,5G,87.16,40+,-425.8041
SERIAL_0199,2018,5G Upgrade,2399,Delhi,0.49829999999999997,0.4537,Call,1,3G,13.61,26-40,-106.99539999999979
SERIAL_0708,2018,5G Upgrade,2999,Delhi,0.04650000000000001,0.5606,Data,2,5G,99.65,18-25,1541.7858999999999
SERIAL_0707,2018,Price Reduction,4199,Kolkata,0.0687,0.015,SMS,2,4G,57.22,40+,-225.48629999999997
SERIAL_0706,2018,5G Upgrade,4199,Delhi,0.3079,0.3002,SMS,3,4G,75.73,18-25,-32.33230000000003
SERIAL_0207,2018,5G Upgrade,2879,Chennai,0.3626,0.0733,Data,3,3G,2.91,40+,-832.8946999999998
SERIAL_0703,2018,New Feature,4199,Delhi,0.4802,0.5484,SMS,3,5G,142.57,18-25,286.3717999999999
SERIAL_0701,2018,Plan Update,3119,Mumbai,0.2205,0.35719999999999996,SMS,3,2G,27.36,40+,426.3672999999998
SERIAL_0006,2018,New Feature,4199,Chennai,0.0101,0.38539999999999996,SMS,5,2G,72.16,40+,1575.8846999999998
SERIAL_0699,2018,Plan Update,4199,Kolkata,0.3971,0.5962,Call,5,2G,102.86,26-40,836.0209
SERIAL_0697,2018,5G Upgrade,3119,Bangalore,0.1416,0.1474,SMS,4,5G,107.33,18-25,18.09020000000004
SERIAL_0978,2018,New Feature,4199,Chennai,0.0026,0.244,Call,5,3G,112.75,26-40,1013.6386
SERIAL_0230,2018,Price Reduction,2999,Delhi,0.3023,0.3258,Data,2,4G,17.98,26-40,70.47649999999987
SERIAL_0688,2018,Plan Update,3119,Bangalore,0.4988,0.1101,Data,1,5G,80.7,26-40,-1212.3553
SERIAL_0974,2018,New Feature,4199,Delhi,0.2858,0.3983,Data,3,5G,46.26,26-40,472.3874999999998
SERIAL_0067,2018,Price Reduction,2879,Bangalore,0.47840000000000005,0.20010000000000003,Call,4,5G,10.63,26-40,-801.2257000000001
SERIAL_0972,2018,5G Upgrade,2399,Delhi,0.4499,0.505,SMS,3,2G,82.59,18-25,132.18489999999997
SERIAL_0173,2018,New Feature,4199,Mumbai,0.009899999999999999,0.08449999999999999,Call,5,4G,126.02,18-25,313.2454
SERIAL_0939,2018,New Feature,3119,Delhi,0.37310000000000004,0.22519999999999998,Data,5,2G,136.72,40+,-461.30010000000016
SERIAL_0285,2018,Plan Update,2399,Delhi,0.0799,0.5801,Data,3,3G,110.8,18-25,1199.9797999999998
SERIAL_0313,2018,5G Upgrade,4199,Hyderabad,0.49310000000000004,0.35109999999999997,Call,1,2G,38.25,26-40,-596.2580000000005
SERIAL_0346,2018,5G Upgrade,3119,Chennai,0.33659999999999995,0.364,Call,3,2G,31.08,18-25,85.46060000000011
SERIAL_0586,2018,Price Reduction,3119,Delhi,0.3812,0.0329,Call,2,4G,130.63,40+,-1086.3477
SERIAL_0783,2018,Plan Update,4199,Kolkata,0.3936,0.26170000000000004,SMS,3,3G,25.07,40+,-553.8480999999999
SERIAL_0492,2018,5G Upgrade,2879,Bangalore,0.4252,0.2671,Data,2,5G,17.1,18-25,-455.1699000000001
SERIAL_0082,2018,Plan Update,3119,Delhi,0.1723,0.4573,Call,2,4G,149.58,40+,888.915
SERIAL_0088,2018,Price Reduction,2879,Mumbai,0.0902,0.40590000000000004,Data,3,2G,20.91,40+,908.9003000000002
SERIAL_0584,2018,New Feature,4199,Hyderabad,0.061200000000000004,0.4843,Data,1,3G,131.05,40+,1776.5969
SERIAL_0919,2018,Price Reduction,2879,Mumbai,0.0075,0.46259999999999996,Call,3,2G,91.75,18-25,1310.2329
SERIAL_0191,2018,New Feature,4199,Kolkata,0.23800000000000002,0.2027,SMS,4,2G,54.08,40+,-148.2247000000001
SERIAL_0334,2018,Price Reduction,2399,Hyderabad,0.36460000000000004,0.2101,Data,5,3G,18.39,18-25,-370.6455000000001
SERIAL_0923,2018,Plan Update,4199,Chennai,0.0805,0.0088,SMS,1,2G,50.27,18-25,-301.0683
SERIAL_0354,2018,Plan Update,2399,Chennai,0.1804,0.31980000000000003,Call,2,2G,68.35,26-40,334.4206000000001
SERIAL_0328,2018,5G Upgrade,2999,Chennai,0.0866,0.1855,Call,4,3G,127.82,26-40,296.6011
SERIAL_0927,2018,Plan Update,2879,Kolkata,0.33020000000000005,0.3934,SMS,2,3G,54.3,18-25,181.9527999999999
SERIAL_0788,2018,Price Reduction,3119,Bangalore,0.038,0.5363,Data,5,2G,92.92,26-40,1554.1977000000002
SERIAL_0348,2018,Price Reduction,3119,Hyderabad,0.3722,0.08539999999999999,Call,3,4G,15.23,40+,-894.5292
SERIAL_0324,2018,5G Upgrade,3119,Mumbai,0.4407,0.33909999999999996,Call,1,5G,15.98,40+,-316.8904000000002
SERIAL_0087,2018,New Feature,2399,Hyderabad,0.23620000000000002,0.2901,Call,5,4G,67.61,18-25,129.30610000000001
SERIAL_0904,2018,Plan Update,2999,Bangalore,0.4267,0.1193,SMS,4,4G,148.62,18-25,-921.8926000000001
SERIAL_0084,2018,Plan Update,3119,Mumbai,0.2608,0.31829999999999997,Call,2,4G,105.65,40+,179.34249999999997
